HRIS_code,資金來源,地區,服務類別,單位類別1,單位類別2,單位類別3,組別 / 單位,地址,電郵,電話 (Fax no.),主任 / 負責人,主任電郵,成立日期(命名日期),服務名額,服務年齡/面積 (平方米),備註
E-TC,社署合約金,新界,安老服務,安老院舍,安老院舍,保良局東涌護老院 (ES28 ),"保良局東涌護老院 (ES28 )
Po Leung Kuk Tung Chung Home for the Elderly","新界東涌文東路39號東涌市政大樓地下至2字樓部份及3字樓至5字樓
Portions of G/F to 2/F, and 3/F to 5/F, Tung Chung Municipal Services Building, 39 Man Tung Road, Tung Chung, New Territories",tungchunghome@poleungkuk.org.hk,"2109 2038
(2109 2032)","練偉敬
Lin Wai King",waiking.lin@poleungkuk.org.hk,1.10.2011,"護理及護養:
75 (資助)
42 (非資助)","65歲或以上/
3,374平方米",-
E-TKTC,社署合約金,九龍,安老服務,安老院舍及長者日間護理中心,安老院舍,保良局大角咀護老院暨耆順長者日間護理中心 (ES33 ),"保良局大角咀護老院暨耆順長者日間護理中心 (ES33 )
Po Leung Kuk Tai Kok Tsui Home for the Elderly cum Cherish Day Care Centre for the Elderly","九龍大角咀道九號三樓及五樓
3/F and 5/F , No.9, Tai Kok Tsui Road, Kowloon",tktc@poleungkuk.org.hk,"2796 3766
(2796 3722)","吳振鋒
Ng Chun Fung",chunfung.ng@poleungkuk.org.hk,1.10.2012,"護理及護養:
56 (資助)
35(非資助)
日間: 20
暫托:5","65歲或以上/
1,657平方米

日間: 60歲或以上",-
E-SYP,社署合約金,香港,安老服務,安老院舍及長者日間護理中心,安老院舍,保良局西營盤護老院暨長者日間護理中心 (ES34 ),"保良局西營盤護老院暨長者日間護理中心 (ES34 )
Po Leung Kuk Sai Ying Pun Home for the Elderly cum Day Care Centre for the Elderly","香港西營盤第一街8號地下、1樓、2樓、3樓及5樓(各樓層部分)
Part of G/F, 1/F, 2/F, 3/F, and 5/F, 8 First Street, Sai Ying Pun, Hong Kong",syphome@poleungkuk.org.hk,"2796 3166
(2796 3177)","吳海燕
Ng Ho Yin, Gail",hoyin.ng@poleungkuk.org.hk,7.2013,"護理及護養:
57(資助)
36(非資助)
日間:25
暫托: 5","65歲或以上/
1,792平方米

日間:60歲或以上",-
E-WCHD,社署合約金,香港,安老服務,安老院舍及長者日間護理中心,安老院舍,保良局灣仔護老院暨長者日間護理中心(ES43),"保良局灣仔護老院暨長者日間護理中心(ES43)
Po Leung Kuk Wan Chai Home for the Elderly cum Day Care Centre for the Elderly","香港灣仔交加街7號A水平1.2層(部分)、地下(部分)、閣樓(部分)、一樓(部分)、二樓、三樓及五樓(部分)
Portion of Level 1.2(Below Ground), G/F, M/F, 1/F and 5/F, 2/F and 3/F, 7A Cross Street, Wan Chai, Hong Kong",wanchaihome@poleungkuk.org.hk,"2618 1130
(2618 1737)","林俊賢
Lam Chun Yin, Jerry",chunyin.lam@poleungkuk.org.hk,9.2016,"護理及護養:
60 (資助)
33(非資助)
日間:20
暫托: 3","65歲或以上/
1,569平方米                                              

日間: 60歲或以上",-
E-SMHD,社署合約金,新界,安老服務,安老院舍及長者日間護理中心,安老院舍,保良局碩門護老院暨長者日間護理中心 (ES55),"保良局碩門護老院暨長者日間護理中心 (ES55)
Po Leung Kuk Shek Mun Home cum Day Care Centre for the Elderly
","新界沙田石門安睦街18號碩門邨社會服務大樓地下部份及一至四樓部份
G/F(Portion), 1/F(Portion), 2/F(Portion), 3/F(Portion),4/F(Portion), Shek Mun Estate Social Service Building, 18 On Muk Street, Shek Mun, Sha Tin, New Territories.
",smhd@poleungkuk.org.hk,"2548 5800
(2802 7866)","鍾碧嘉
Chung Pik Ka, Eva",pk.chung@poleungkuk.org.hk,08.2022,"護理及護養:
90 (資助)
60(非資助)
日間: 30
暫托:3","65歲或以上/
2,735平方米

日間: 60歲或以上",
E-CHP,社署資助,九龍,安老服務,長者日間護理中心,長者日間中心,保良局周鴻標老人日間護理中心 (ES02),"保良局周鴻標老人日間護理中心 (ES02)
Po Leung Kuk Chow Hung Piu Day Care Centre for the Elderly
 ","九龍大角咀海輝道11號奧海城政府服務中心閣樓
M/F, GIC Building, Olympian City, 11 Hoi Fai Road, Tai Kok Tsui, Kowloon",chowhungpiu@poleungkuk.org.hk,"2398 0903
2398 0904
(2395 9767)","傅錦雪
Foo Kam Suet",ks.foo@poleungkuk.org.hk,1.1990,44,"60歲或以上/
333平方米",-
E-CLYW,社署資助,九龍,安老服務,長者日間護理中心,長者日間中心,保良局朱李月華長者日間護理中心 (ES31),"保良局朱李月華長者日間護理中心 (ES31)
Po Leung Kuk Chu Lee Yuet Wah Day Care Centre for the Elderly","九龍深水埗白田邨白田街51號健田樓地下
G/F, Kin Tin House, Pak Tin Estate, 51 Pak Tin Street, Sham Shui Po, Kowloon",shamshuipo@poleungkuk.org.hk,"2779 4418
2779 4428
(2779 4438)","高浣施
Ko Wun Sze, Ivy",ws.ko@poleungkuk.org.hk,3.2012,72,"60歲或以上
670平方米",-
E-KBKL,社署資助,九龍,安老服務,長者日間護理中心,長者日間中心,保良局顧卞裘莉長者日間護理中心(ES37),"保良局顧卞裘莉長者日間護理中心(ES37)
Po Leung Kuk Koo Bin Kau Lee Day Care Centre for the Elderly","九龍觀塘牛頭角下邨貴月樓及貴顯樓地下
G/F, Kwai Yuen House & kwai Hin House, Lower Ngau Tau Kok Estate, Kwun Tong, Kowloon",ntkdcce@poleungkuk.org.hk,"3565 4703
(35654706)","潘夏慧
Barbara Poon
(署任中心主任)",barbara.poon@poleungkuk.org.hk,12.2013,57,"60歲或以上
491平方米",-
E-MKMCFSD,社署資助,新界,安老服務,長者日間護理中心,長者日間中心,保良局馬錦明馬章馥仙長者日間護理中心  (ES47),"保良局馬錦明馬章馥仙長者日間護理中心  (ES47)
Po Leung Kuk Ma Kam Ming Ma Cheung Fook Sien Day Care Centre for the Elderly","新界荃灣沙咀道376號尚翠苑
Sheung Chui Court, 376 Sha Tsui Road, Tsuen Wan, N.T.",tsuenwan@poleungkuk.org.hk,"2368 4300
(2368 5048)","秦妙藍
Chun Miu Lam, Deborah",ml.chun@poleungkuk.org.hk,3.2018,88,"60歲或以上
666平方米",-
E-LEHC-YTM,社署資助,九龍,安老服務,外展照顧服務,外展照顧服務,保良局油尖旺家居照顧服務隊 (ES50),"保良局油尖旺家居照顧服務隊 (ES50)
Po Leung Kuk Yau Tsim Mong Home  Care Services Team","九龍佐敦道51號利僑大廈10樓C-D室 (1003-4)
No. C-D (1003-4) on 10/F of Lee Kiu Building, 51 Jordan Raod, Kowloon",hcst.ytm@poleungkuk.org.hk,"3565 1912
(3460 4977)","陳若祺
Chan Ieok Ki, Carey",carey.chan@poleungkuk.org.hk,9.2020,210,65歲或以上,-
E-LEHCC-YL,社署資助,新界,安老服務,外展照顧服務,外展照顧服務,保良局元朗家居照顧服務隊(ES51),"保良局元朗家居照顧服務隊(ES51)
Po Leung Kuk Yuen Long Home  Care Services Team","新界屯門建發里4號 Lane Up 502室
Unit 502, 4 Kin Fat Lan, Lane Up, Tuen Mun, N.T",hcst.yl@poleungkuk.org.hk,"3956 8482
(3956 8485)","陳少茵
Chan Siu Yan, Christine",siuyan.chan@poleungkuk.org.hk,9.2020,101,65歲或以上,-
E-LEHCC-TW,社署資助,新界,安老服務,外展照顧服務,外展照顧服務,保良局荃灣家居照顧服務隊(ES52),"保良局荃灣家居照顧服務隊(ES52)
Po Leung Kuk Tsuen Wan Home  Care Services Team","葵涌貨櫃碼頭路77-81號 Magnet Place 第一座三樓 03-04室
Unit 303 & 304, 3/F, To+[@地址]wer 1, Magnet Place, 77-81 Container Port Road, Kwai Chung, New Territories, Hong Kong",hcst.tw@poleungkuk.org.hk,"2873 0050
(2401 3111)","黃泓峻
Wong Wang Chun, Welton ",wangchun.wong@poleungkuk.org.hk,9.2020,183,65歲或以上,-
E-LEHC-KT1,社署資助,新界,安老服務,外展照顧服務,外展照顧服務,保良局葵青家居照顧服務隊(ES53),"保良局葵青家居照顧服務隊(ES53)
Po Leung Kuk Kwai Tsing Home  Care Services Team","新界葵涌貨櫃碼頭路77-81號 Magnet Place 第一座三樓 03-04室
Unit 303 & 304, 3/F, Tower 1, Magnet Place, 77-81 Container Port Road, Kwai Chung, New Territories, Hong Kong



葵涌荔景邨明景樓低層2樓1-6號
Unit No.1-6, LG 2/F, Ming King House, Lai King Estate, Kwai Chung, N.T.",hcst.kt@poleungkuk.org.hk,"2614 2911
(2401 3111)

2873 0555
(2401 3111)

2292 3600","林奕軒
Lam Yik Hin, Ivan

劉小玲
Lau Siu Ling, Jessica","ivan.lam@poleungkuk.org.hk


sl.lau@poleungkuk.org.hk",9.2020,520,65歲或以上,-
E-LEHCC-TM,社署資助,新界,安老服務,外展照顧服務,外展照顧服務,保良局屯門家居照顧服務隊(ES54),"保良局屯門家居照顧服務隊(ES54)
Po Leung Kuk Tuen Mun Home  Care Services Team","新界屯門建發里4號 Lane Up 502室
Unit 502,4 Kin Fat Lan, Lane Up, Tuen Mun, N.T",hcst.tm@poleungkuk.org.hk,"3956 8482
(3956 8485)","陳少茵
Chan Siu Yan, Christine",siuyan.chan@poleungkuk.org.hk,9.2020,201,65歲或以上,-
E-WELLNESS,自資,新界,安老服務,社會企業,社會企業,保良局一站照護 (ES39) ,"保良局一站照護 (ES39) 
Po Leung Kuk Wellness ONE","新界葵涌打磚坪街49-53號華基工業大廈第一期5樓B室
Unit B, 5/F, Block 1, Vigor industrial Building,  Ta Chuen Ping Street, Kwai Chung, N.T.",wellnessone@poleungkuk.org.hk,"2422 1233
(27573225)","馮嘉雯
Fung Ka Man, Kamen",jokamen.km.fung@poleungkuk.org.hk,1.2.2014,公開招收,不限年齡,-
E-OST-TWKT,社署資助,新界,安老服務,支援服務,外展照顧服務,保良局安老院舍外展專業服務隊 (荃灣及葵青) (ES57),"保良局安老院舍外展專業服務隊 (荃灣及葵青) (ES57)
Po Leung Kuk Multi-disciplinary Outreaching Support Team for the Elderly (Tsuen Wan and Kwai Tsing)","葵涌葵昌路56號貿易之都 201C、202、1501、1703室
Unit No. 201C, 202,1501, 1703, Millennium Trade Centre, no.56 Kwai Cheong Road, Kwai Chung, N.T.",moste@poleungkuk.org.hk,"3841 7728
(3575 9921)","吳頴芝
Ng Wing Chi, Gigi",wc.ng@poleungkuk.org.hk,"5.2019
2.2023",區內院舍,"長者
照顧者
院舍職員",-
E-CCSV-WH,社署合約金,九龍,安老服務,長者社區照顧服務券,外展照顧服務,(長者社區照顧服務券) 保良局好幫手(雲漢)（ES36a）,"(長者社區照顧服務券) 保良局好幫手(雲漢)（ES36a）
Po Leung Kuk Care Service for the Elders (Wan Hon)
【華永會生命教育】","九龍觀塘雲漢邨漢柏樓地下5號
Unit 5, G/F, Hon Pak Building, Wan Hon Estate,
Kwun Tong, Kowloon",bmcpc@poleungkuk.org.hk,"3690 2291
(3690 2294)","黎詠溮
Lai Wing Sze, Simba",wingsze.lai@poleungkuk.org.hk,2.9.2013,60,60歲或以上,-
E-CCSV-LT,社署合約金,九龍,安老服務,長者社區照顧服務券,外展照顧服務,(長者社區照顧服務券) 保良局好幫手(藍田)（ES36b）,"(長者社區照顧服務券) 保良局好幫手(藍田)（ES36b）
Po Leung Kuk Care Service for the Elders (Lam Tin)
【蕭明紀念護老院】","九龍藍田廣田邨廣軒樓及廣雅樓地下及一樓
G/F & 1/F, Kwong Hin House & Kwong Ngar House, Kwong Tin Estate, Lam Tin, Kowloon",siuming@poleungkuk.org.hk,"2349 4800
(2952 9867)","張芷頴
Chueng Chi Wing, Vera",chiwing.cheung@poleungkuk.org.hk,2.9.2013,40,60歲或以上,-
E-CCSV-SMP,社署合約金,九龍,安老服務,長者社區照顧服務券,外展照顧服務,(長者社區照顧服務券) 保良局好幫手(秀茂坪)（ES36c）,"(長者社區照顧服務券) 保良局好幫手(秀茂坪)（ES36c）
Po Leung Kuk Care Service for the Elders(Sau Mau Ping)
【方譚遠良健樂中心】","九龍觀塘秀茂坪曉麗苑商場106號
Unit 106, Commercial Complex, Hiu Lai Court, Sau Mau Ping, Kwun Tong, Kowloon",fongtam.hc@poleungkuk.org.hk,"2340 4712
2952 5601
(2952 5761)","李嘉峰
Li Ka Fung, Kyle
(署任中心主任)",kafung.li@poleungkuk.org.hk,2.9.2013,60,60歲或以上,-
E-CCSV-FC,社署合約金,九龍,安老服務,長者社區照顧服務券,外展照顧服務,(長者社區照顧服務券) 保良局好幫手(富昌) （ES36d）,"(長者社區照顧服務券) 保良局好幫手(富昌) （ES36d）
Po Leung Kuk Care Service for the Elders (Fu Cheong)
【癸未年樂頤居】","九龍深水埗富昌邨富潤樓平台(部分)及二樓
Podium Level (part) and Level 2, Fu Yun House, Fu Cheong Estate, Sham Shui Po, Kowloon",ecoh@poleungkuk.org.hk,"2267 4579
(2267 4250)","曾永賢
Tsang Wing Yin, Nelson",nelson.wy.tsang@poleungkuk.org.hk,2.9.2013,40,60歲或以上,-
E-CCSV-PT,社署合約金,九龍,安老服務,長者社區照顧服務券,外展照顧服務,(長者社區照顧服務券) 保良局好幫手(白田) （ES36e）,"(長者社區照顧服務券) 保良局好幫手(白田) （ES36e）
Po Leung Kuk Care Service for the Elders(Po Pak Tin)
【朱李月華長者日間護理中心】","九龍深水埗白田邨健田樓地下
G/F, Kin Tin House, Pak Tin Estate, Sham Shui Po, Kowloon ",shamshuipo@poleungkuk.org.hk,"2779 4418
2779 4428
(2779 4438)","高浣施
Ko Wun Sze, Ivy",ws.ko@poleungkuk.org.hk,2.9.2013,20,60歲或以上,-
E-CCSV-ST,社署合約金,新界,安老服務,長者社區照顧服務券,外展照顧服務,(長者社區照顧服務券) 保良局好幫手(沙田) （ES36f）,"(長者社區照顧服務券) 保良局好幫手(沙田) （ES36f）
Po Leung Kuk Care Service for the Elders (Shatin)
【田家炳長幼天地】","新界沙田秦石邨石暉樓地下2號
No.2, G/F Shek Fai House, Chun Shek Estate, Shatin, N.T.",familyjoy@poleungkuk.org.hk,"2692 2600
(2692 8802)","謝小霞
Tse Siu Ha",sh.tse@poleungkuk.org.hk,2.9.2013,40,60歲或以上,-
E-CCSV-KCE,社署合約金,新界,安老服務,長者社區照顧服務券,外展照顧服務,(長者社區照顧服務券) 保良局好幫手(葵涌邨) (ES36g),"(長者社區照顧服務券) 保良局好幫手(葵涌邨) (ES36g)
Po Leung Kuk Care Service for the Elders (Kwai Chung Estate)
【劉漢宣長幼天地】","新界葵涌葵涌邨合葵樓地下1-4及18-19號
No.1-4 & 18,19, Hop Kwai House, Kwai Chung Estate, Kwai Chung, N.T.",kcfjc@poleungkuk.org.hk,"3998 4550
(3998 4551)","魏宇玲
Ngai Yu Ling",yl.ngai@poleungkuk.org.hk,10.2016,60,60歲或以上,-
E-CCSV-TC,社署合約金,新界,安老服務,長者社區照顧服務券,外展照顧服務,(長者社區照顧服務券) 保良局好幫手(東涌)  （ES36i）,"(長者社區照顧服務券) 保良局好幫手(東涌)  （ES36i）
Po Leung Kuk Care Service for the Elders (Tung Chung) 
【東涌護老院】","新界東涌文東路39號東涌市政大樓地下至2字樓部份及3字樓至5字樓
Portions of G/F to 2/F, and 3/F to 5/F, Tung Chung Municipal Services Building, 39 Man Tung Road, Tung Chung, New Territories",tungchunghome@poleungkuk.org.hk,"2109 2038
(2109 2032)","練偉敬
Lin Wai King",waiking.lin@poleungkuk.org.hk,10.2016,40,60歲或以上,-
E-CCSV-KET,社署合約金,香港,安老服務,長者社區照顧服務券,外展照顧服務,(長者社區照顧服務券) 保良局好幫手(西環) （ES36j）,"(長者社區照顧服務券) 保良局好幫手(西環) （ES36j）
Po Leung Kuk Care Service for the Elders (Kennedy Town)
【天德援手網絡中心】","香港西環卑路乍街8號1樓平台
Podium Level 1, 8 Belcher’s Street, Western, Hong Kong",eldcom.watch@poleungkuk.org.hk,"2542 7765
(2542 7769)","葉佩珊
Yip Pui Shan, Ashley",ashley.yip@poleungkuk.org.hk,10.2016,40,60歲或以上,-
E-CCSV-KAC,社署合約金,九龍,安老服務,長者社區照顧服務券,外展照顧服務,(長者社區照顧服務券) 保良局好幫手(啟晴) （ES36k ）,"(長者社區照顧服務券) 保良局好幫手(啟晴) （ES36k ）
Po Leung Kuk Care Service for the Elders (Kai Ching)
【溫林美賢耆暉中心】","九龍九龍城啟晴邨晴朗商場2樓A206號舖
Shop No. A206, Ching Long Shopping Centre, 2/F, Kowloon City, Kowloon",shirleywan.nec@poleungkuk.org.hk,"2897 6608
(2896 5878)","蔡國輝
Choi Kwok Fai Johnson",johnson.choi@poleungkuk.org.hk,10.2016,10,60歲或以上,-
E-CCSV-DH,社署合約金,九龍,安老服務,長者社區照顧服務券,外展照顧服務,(長者社區照顧服務券) 保良局好幫手(鑽石山) （ES36l）,"(長者社區照顧服務券) 保良局好幫手(鑽石山) （ES36l）
Po Leung Kuk Care Service for the Elders (Diamond Hill) 
【張麥珍耆樂中心】","九龍鑽石山龍蟠街1號悅庭軒地下
Ground Floor, Bel Air Heights No. 1, Lung Poon Street, Diamond Hill, Kln.",mariacheung.lc@poleungkuk.org.hk,"2242 2827
(2242 2961)","鍾顯亮
Chung Hin Leung, Justin",hinleung.chung@poleungkuk.org.hk,10.2016,40,60歲或以上,-
E-CCSV-HMT,社署合約金,九龍,安老服務,長者社區照顧服務券,外展照顧服務,(長者社區照顧服務券) 保良局好幫手(何文田) (ES36n),"(長者社區照顧服務券) 保良局好幫手(何文田) (ES36n)
Po Leung Kuk Care Service for the Elders (Ho Man Tin) 
【壬午年耆樂居】","九龍何文田邨采文樓及綺文樓地下及一樓
G/F & 1/F, Choi Man House & Yee Man House, Ho Man Tin Estate, Kowloon",merrycourt@poleungkuk.org.hk,"2242 1713
(2242 1579)","林英好
Lin Ying Hao
(署任直至另行通知)",yh.lin@poleungkuk.org.hk,4.2019,40,60歲或以上,-
E-CCSV-KSE,社署合約金,新界,安老服務,長者社區照顧服務券,外展照顧服務,(長者社區照顧服務券) 保良局好幫手(葵盛) (ES36o),"(長者社區照顧服務券) 保良局好幫手(葵盛) (ES36o)
Po Leung Kuk Care Service for the Elders (Kwai Shing)
【樂安居暨耆盛長者日間護理中心】","新界葵涌葵盛東邨盛和樓地下及二樓至七樓
G/F, 2/F-7/F, Shing Wo House, Kwai Shing East Estate, Kwai Chung, N.T",comfortcourt@poleungkuk.org.hk,"3520 2770
(院舍)
3520 2711
(日間中心)

(3520 2771)","黃如意
Huang Ru yi",ry.huang@poleungkuk.org.hk,4.2019,40,60歲或以上,-
E-CCSV-TY,社署合約金,新界,安老服務,長者社區照顧服務券,外展照顧服務,(長者社區照顧服務券),"(長者社區照顧服務券)
保良局好幫手(天恩) (ES36p)
Po Leung Kuk Care Service for the Elders (Tin Yan)
【保良局天恩護老院暨耆昌長者日間護理中心】","新界天水圍天恩邨服務設施大樓三樓及四樓
3/F & 4/F, Ancillary Facilities Block, Tin Yan Estate, Tin Shui Wai, N.T.",tinyanhome@poleungkuk.org.hk,"3741 0850
(3741 0851)","方綽暘 
Fong Cheuk Yeung, James",james.cy.fong@poleungkuk.org.hk,4.2019,20,60歲或以上,-
E-CCSV-TKT,社署合約金,九龍,安老服務,長者社區照顧服務券,外展照顧服務,(長者社區照顧服務券) 保良局保良局好幫手(大角咀) (ES36r),"(長者社區照顧服務券) 保良局保良局好幫手(大角咀) (ES36r)
Po Leung Kuk Care Service for the Elders (Tai Kok Tsui)
【大角咀護老院暨耆順長者日間護理中心】","九龍大角咀道九號三樓及五樓
3/F and 5/F , No.9, Tai Kok Tsui Road, Kowloon",tktc@poleungkuk.org.hk,"2796 3766
(2796 3722)","吳振鋒
Ng Chun Fung",chunfung.ng@poleungkuk.org.hk,4.2019,20,60歲或以上,-
E-CCSV-SYP,社署合約金,香港,安老服務,長者社區照顧服務券,外展照顧服務,(長者社區照顧服務券) 保良局好幫手(西營盤) (ES36s),"(長者社區照顧服務券) 保良局好幫手(西營盤) (ES36s)
Po Leung Kuk Care Service for the Elders (Sai Ying Pun)
【西營盤護老院暨長者日間護理中心】","香港西營盤第一街8號地下、1樓、2樓、3樓及5樓(各樓層部分)
Part of G/F, 1/F, 2/F, 3/F, and 5/F, 8 First Street, Sai Ying Pun, Hong Kong",syphome@poleungkuk.org.hk,"2796 3166
(2796 3177)","吳海燕
N g Ho Yin, Gail",hoyin.ng@poleungkuk.org.hk,4.2019,40,60歲或以上,-
E-CCSV-WCH,社署合約金,香港,安老服務,長者社區照顧服務券,外展照顧服務,(長者社區照顧服務券) 保良局好幫手(黃竹坑) (ES36t),"(長者社區照顧服務券) 保良局好幫手(黃竹坑) (ES36t)
Po Leung Kuk Care Service for the Elders(Wong Chuk Hang)
【黃竹坑護理安老中心】","香港仔黃竹坑黃竹坑徑1號
No.1, Wong Chuk Hang Path, Wong Chuk Hang, Aberdeen, Hong Kong",84home@poleungkuk.org.hk,"2554 0020
(2518 7506)","蘇卓蓮
So Cheuk Lin, Grace",cheuklin.so@poleungkuk.org.hk,4.2019,40,60歲或以上,-
E-CCSV-KT,社署合約金,九龍,安老服務,長者社區照顧服務券,外展照顧服務,(長者社區照顧服務券) 保良局好幫手(德田) (ES36u),"(長者社區照顧服務券) 保良局好幫手(德田) (ES36u)
Po Leung Kuk Care Service for the Elders (Tak Tin)
【劉陳小寶長者地區中心】","九龍藍田碧雲道223號德田邨藍田社區綜合大樓一樓及德欣樓地下B翼
Wing B, G/F, Tak Yan House and 1/F. Lam Tin Community Complex, Tak Tin Estate, 223 Pik Wan Road, Lam Tin, Kowloon",taktin.decc@poleungkuk.org.hk,"2177 6299
(2177 6121)","張翠韻
Cheung Chui Wan, Victoria",victoria.cheung@poleungkuk.org.hk,4.2019,33,60歲或以上,-
E-CS-KLNW,社署合約金,九龍,安老服務,長者社區照顧服務券,外展照顧服務,(長者社區照顧服務券) 保良局好幫手(九龍西) (ES36v),"(長者社區照顧服務券) 保良局好幫手(九龍西) (ES36v)
Po Leung Kuk Care Service for the Elders (Kowloon West)
【油尖旺家居照顧服務隊】","九龍佐敦道51號利僑大廈10樓C-D室 (1003-4)
No. C-D (1003-4) on 10/F of Lee Kiu Building, 51 Jordan Raod, Kowloon",hcst.ytm@poleungkuk.org.hk,"3565 1912
(3460 4977)","陳若祺
Chan Ieok Ki, Carey",carey.chan@poleungkuk.org.hk,10.2020,40,60歲或以上,-
E-CS-TMYL,社署合約金,新界,安老服務,長者社區照顧服務券,外展照顧服務,(長者社區照顧服務券) 保良局好幫手(屯門及元朗) (ES36w),"(長者社區照顧服務券) 保良局好幫手(屯門及元朗) (ES36w)
Po Leung Kuk Care Service for the Elders (Tuen Mun and Yuen Long)
【元朗家居照顧服務隊】
【屯門家居照顧服務隊】","新界屯門建發里4號 Lane Up 502室
Unit 502,4 Kin Fat Lan, Lane Up, Tuen Mun, N.T",hcst.tm@poleungkuk.org.hk,"3956 8482
(3956 8485)","陳少茵
Chan Siu Yan, Christine",siuyan.chan@poleungkuk.org.hk,10.2020,40,60歲或以上,-
E-CS-TWKT,社署合約金,新界,安老服務,長者社區照顧服務券,外展照顧服務,(長者社區照顧服務券) 保良局好幫手(荃灣及葵青) (ES36x),"(長者社區照顧服務券) 保良局好幫手(荃灣及葵青) (ES36x)
Po Leung Kuk Care Service for the Elders
 (Tsuen Wan and Kwai Tsing)
【荃灣家居照顧服務隊】
【葵青家居照顧服務隊】","新界葵涌貨櫃碼頭路77-81號 Magnet Place 第一座三樓 03-04室
Unit 303 & 304, 3/F, Tower 1, Magnet Place,
77-81 Container Port Road, Kwai Chung,
New Territories, Hong Kong",hcst.kt@poleungkuk.org.hk,"
2614 2911
(2401 3111)","林奕軒
Lam Yik Hin, Ivan",ivan.lam@poleungkuk.org.hk,10.2020,40,60歲或以上,-
E-CS-TKO,社署合約金,九龍,安老服務,長者社區照顧服務券,外展照顧服務,(長者社區照顧服務券) 保良局好幫手(將軍澳) (ES36y),"(長者社區照顧服務券) 保良局好幫手(將軍澳) (ES36y)
Po Leung Kuk Care Service for the Elders
 (Tseung Kwan O)【棨儀喜悦薈】","將軍澳至善街5號將軍澳南服務設施大樓1樓
1/F, Tseung Kwan O South Ancillary Facilities Block, 5 Chi Shin Street, Tseung Kwan O",jollynet@poleungkuk.org.hk,"2743 8466
(2743 8468)",待聘,,04.2025,40,60歲或以上,
M-SKMMS,自資,九龍,醫療及綜合健康服務,醫療及綜合健康服務,醫療及綜合健康服務,深水埗區議會保良局石硤尾社區服務中心 (醫療服務),"深水埗區議會保良局石硤尾社區服務中心 (醫療服務)
Sham Shui Po District Council Po Leung Kuk Shek Kip Mei Community Services Centre (Medical Services)","九龍深水埗白田街13號石硤尾邨美葵樓
延伸平台P層101號舖(電梯按P層)",-,2390 2711,"張祖維
Chang Cho Wai",chowai.chang@poleungkuk.org.hk,-,-,-,"星期一至六 
上午9:00至下午1:00；
下午2:00至下午6:00
星期日及公眾假期休息"
M-CCIHC,自資,香港,醫療及綜合健康服務,醫療及綜合健康服務,醫療及綜合健康服務,保良局美麗人生綜合健康中心,"保良局美麗人生綜合健康中心
Po Leung Kuk Making Life Beautiful Integrated Health Centre","香港北角英皇道341號恒生北角大廈10樓1007-1008室
（北角港鐵站B1出口，橫過英皇道後轉左步行約5分鐘；電車可直達大廈大門）",-,3589 5088,"張祖維
Chang Cho Wai",chowai.chang@poleungkuk.org.hk,-,-,-,"星期一至五 
上午9:00至下午1:00；
下午2:00至下午6:00
星期六 
上午9:00至下午1:00
星期日及公眾假期休息"
M-MLB-IHC,自資,九龍,醫療及綜合健康服務,醫療及綜合健康服務,醫療及綜合健康服務,保良局彩頤居綜合健康中心,"保良局彩頤居綜合健康中心
Po Leung Kuk Cheerful Court Integrated Health Centre",九龍灣牛頭角彩霞道55號彩頤居1樓,-,2713 1128,"張祖維
Chang Cho Wai",chowai.chang@poleungkuk.org.hk,-,-,-,"星期一至五 
上午8:30至下午12:30；
下午1:30至下午5:30
星期六 
上午8:30至下午12:30
星期日及公眾假期休息"
M-HSMFC,自資,全港,醫療及綜合健康服務,醫療及綜合健康服務,醫療及綜合健康服務,保良局香港中華基金會方劉小梅流動中醫診所,"保良局香港中華基金會方劉小梅流動中醫診所
Po Leung Kuk Helen S M Fong Chinese Medicine Mobile Clinic",因應中醫車服務地點時有變動，請以網上公布為準https://www.poleungkuk.org.hk/service/medical-and-integrated-health/chinese-medical-services,-,2631 3321,"何琇瑩
Ho Sau Ying",sy.ho@poleungkuk.org.hk,-,-,-,"星期一至六
上午9:30至下午1:00；
下午2:00至下午5:30
下午6:00至下午7:30 (夜診日)
星期日及公眾假期休息"
M-MCC,自資,全港,醫療及綜合健康服務,醫療及綜合健康服務,醫療及綜合健康服務,保良局蔡李惠莉流動中醫診所,"保良局蔡李惠莉流動中醫診所
Po Leung Kuk Margaret Choi Chinese Medicine Mobile Clinic",因應中醫車服務地點時有變動，請以網上公布為準https://www.poleungkuk.org.hk/service/medical-and-integrated-health/chinese-medical-services,-,2631 3321,"何琇瑩
Ho Sau Ying",sy.ho@poleungkuk.org.hk,-,-,-,"星期一至六
上午9:30至下午1:00；
下午2:00至下午5:30
下午6:00至下午7:30 (夜診日)
星期日及公眾假期休息"
M-SFLCF,自資,全港,醫療及綜合健康服務,醫療及綜合健康服務,醫療及綜合健康服務,保良局李樹福伉儷慈善基金流動中醫診所,"保良局李樹福伉儷慈善基金流動中醫診所
Po Leung Kuk Mr & Mrs S F Lee Charity Fund Chinese Medicine Mobile Clinic",因應中醫車服務地點時有變動，請以網上公布為準https://www.poleungkuk.org.hk/service/medical-and-integrated-health/chinese-medical-services,-,2631 3321,"何琇瑩
Ho Sau Ying",sy.ho@poleungkuk.org.hk,-,-,-,"星期一至六
上午9:30至下午1:00；
下午2:00至下午5:30
下午6:00至下午7:30 (夜診日)
星期日及公眾假期休息"
